YEAR,MONTH_NUM,FLT_DATE,APT_ICAO,APT_NAME,Departures_IFR,Arrivals_IFR,Total_IFR_Movements
2018,1,2018-01-01,LIPE,Bologna,65,68,133
2018,1,2018-01-02,LIPE,Bologna,90,93,183
2018,1,2018-01-03,LIPE,Bologna,89,89,178
2018,1,2018-01-04,LIPE,Bologna,96,94,190
2018,1,2018-01-05,LIPE,Bologna,91,91,182
2018,1,2018-01-06,LIPE,Bologna,75,74,149
2018,1,2018-01-07,LIPE,Bologna,80,81,161
2018,1,2018-01-08,LIPE,Bologna,90,91,181
2018,1,2018-01-09,LIPE,Bologna,90,87,177
2018,1,2018-01-10,LIPE,Bologna,84,86,170
2018,1,2018-01-11,LIPE,Bologna,90,88,178
2018,1,2018-01-12,LIPE,Bologna,87,90,177
2018,1,2018-01-13,LIPE,Bologna,73,66,139
2018,1,2018-01-14,LIPE,Bologna,74,78,152
2018,1,2018-01-15,LIPE,Bologna,90,93,183
2018,1,2018-01-16,LIPE,Bologna,89,90,179
2018,1,2018-01-17,LIPE,Bologna,92,88,180
2018,1,2018-01-18,LIPE,Bologna,91,90,181
2018,1,2018-01-19,LIPE,Bologna,79,85,164
2018,1,2018-01-20,LIPE,Bologna,75,67,142
2018,1,2018-01-21,LIPE,Bologna,79,78,157
2018,1,2018-01-22,LIPE,Bologna,88,89,177
2018,1,2018-01-23,LIPE,Bologna,86,86,172
2018,1,2018-01-24,LIPE,Bologna,82,81,163
2018,1,2018-01-25,LIPE,Bologna,91,92,183
2018,1,2018-01-26,LIPE,Bologna,93,92,185
2018,1,2018-01-27,LIPE,Bologna,69,66,135
2018,1,2018-01-28,LIPE,Bologna,77,84,161
2018,1,2018-01-29,LIPE,Bologna,94,94,188
2018,1,2018-01-30,LIPE,Bologna,86,89,175
2018,1,2018-01-31,LIPE,Bologna,93,87,180
2018,2,2018-02-01,LIPE,Bologna,86,89,175
2018,2,2018-02-02,LIPE,Bologna,92,90,182
2018,2,2018-02-03,LIPE,Bologna,67,66,133
2018,2,2018-02-04,LIPE,Bologna,76,81,157
2018,2,2018-02-05,LIPE,Bologna,95,94,189
2018,2,2018-02-06,LIPE,Bologna,86,83,169
2018,2,2018-02-07,LIPE,Bologna,84,86,170
2018,2,2018-02-08,LIPE,Bologna,88,86,174
2018,2,2018-02-09,LIPE,Bologna,96,98,194
2018,2,2018-02-10,LIPE,Bologna,72,69,141
2018,2,2018-02-11,LIPE,Bologna,75,79,154
2018,2,2018-02-12,LIPE,Bologna,94,93,187
2018,2,2018-02-13,LIPE,Bologna,90,89,179
2018,2,2018-02-14,LIPE,Bologna,85,88,173
2018,2,2018-02-15,LIPE,Bologna,90,86,176
2018,2,2018-02-16,LIPE,Bologna,91,92,183
2018,2,2018-02-17,LIPE,Bologna,75,73,148
2018,2,2018-02-18,LIPE,Bologna,79,82,161
2018,2,2018-02-19,LIPE,Bologna,90,91,181
2018,2,2018-02-20,LIPE,Bologna,90,89,179
2018,2,2018-02-21,LIPE,Bologna,90,94,184
2018,2,2018-02-22,LIPE,Bologna,94,92,186
2018,2,2018-02-23,LIPE,Bologna,92,91,183
2018,2,2018-02-24,LIPE,Bologna,74,71,145
2018,2,2018-02-25,LIPE,Bologna,76,81,157
2018,2,2018-02-26,LIPE,Bologna,92,92,184
2018,2,2018-02-27,LIPE,Bologna,89,90,179
2018,2,2018-02-28,LIPE,Bologna,89,86,175
2018,3,2018-03-01,LIPE,Bologna,58,64,122
2018,3,2018-03-02,LIPE,Bologna,77,75,152
2018,3,2018-03-03,LIPE,Bologna,78,75,153
2018,3,2018-03-04,LIPE,Bologna,82,84,166
2018,3,2018-03-05,LIPE,Bologna,97,97,194
2018,3,2018-03-06,LIPE,Bologna,93,90,183
2018,3,2018-03-07,LIPE,Bologna,94,92,186
2018,3,2018-03-08,LIPE,Bologna,77,77,154
2018,3,2018-03-09,LIPE,Bologna,100,101,201
2018,3,2018-03-10,LIPE,Bologna,78,73,151
2018,3,2018-03-11,LIPE,Bologna,82,83,165
2018,3,2018-03-12,LIPE,Bologna,99,97,196
2018,3,2018-03-13,LIPE,Bologna,98,101,199
2018,3,2018-03-14,LIPE,Bologna,93,93,186
2018,3,2018-03-15,LIPE,Bologna,103,103,206
2018,3,2018-03-16,LIPE,Bologna,101,103,204
2018,3,2018-03-17,LIPE,Bologna,78,77,155
2018,3,2018-03-18,LIPE,Bologna,80,81,161
2018,3,2018-03-19,LIPE,Bologna,97,99,196
2018,3,2018-03-20,LIPE,Bologna,96,94,190
2018,3,2018-03-21,LIPE,Bologna,89,90,179
2018,3,2018-03-22,LIPE,Bologna,95,95,190
2018,3,2018-03-23,LIPE,Bologna,98,97,195
2018,3,2018-03-24,LIPE,Bologna,76,76,152
2018,3,2018-03-25,LIPE,Bologna,92,93,185
2018,3,2018-03-26,LIPE,Bologna,102,103,205
2018,3,2018-03-27,LIPE,Bologna,101,101,202
2018,3,2018-03-28,LIPE,Bologna,111,112,223
2018,3,2018-03-29,LIPE,Bologna,103,103,206
2018,3,2018-03-30,LIPE,Bologna,108,107,215
2018,3,2018-03-31,LIPE,Bologna,87,80,167
2018,4,2018-04-01,LIPE,Bologna,85,85,170
2018,4,2018-04-02,LIPE,Bologna,92,92,184
2018,4,2018-04-03,LIPE,Bologna,96,95,191
2018,4,2018-04-04,LIPE,Bologna,102,110,212
2018,4,2018-04-05,LIPE,Bologna,107,105,212
2018,4,2018-04-06,LIPE,Bologna,108,108,216
2018,4,2018-04-07,LIPE,Bologna,87,87,174
2018,4,2018-04-08,LIPE,Bologna,61,70,131
2018,4,2018-04-09,LIPE,Bologna,110,108,218
2018,4,2018-04-10,LIPE,Bologna,94,92,186
2018,4,2018-04-11,LIPE,Bologna,103,103,206
2018,4,2018-04-12,LIPE,Bologna,103,104,207
2018,4,2018-04-13,LIPE,Bologna,107,108,215
2018,4,2018-04-14,LIPE,Bologna,86,84,170
2018,4,2018-04-15,LIPE,Bologna,92,97,189
2018,4,2018-04-16,LIPE,Bologna,105,104,209
2018,4,2018-04-17,LIPE,Bologna,97,93,190
2018,4,2018-04-18,LIPE,Bologna,104,107,211
2018,4,2018-04-19,LIPE,Bologna,103,103,206
2018,4,2018-04-20,LIPE,Bologna,106,112,218
2018,4,2018-04-21,LIPE,Bologna,94,90,184
2018,4,2018-04-22,LIPE,Bologna,98,100,198
2018,4,2018-04-23,LIPE,Bologna,105,102,207
2018,4,2018-04-24,LIPE,Bologna,97,97,194
2018,4,2018-04-25,LIPE,Bologna,99,102,201
2018,4,2018-04-26,LIPE,Bologna,104,105,209
2018,4,2018-04-27,LIPE,Bologna,109,108,217
2018,4,2018-04-28,LIPE,Bologna,93,88,181
2018,4,2018-04-29,LIPE,Bologna,93,97,190
2018,4,2018-04-30,LIPE,Bologna,113,111,224
2018,5,2018-05-01,LIPE,Bologna,92,93,185
2018,5,2018-05-02,LIPE,Bologna,109,110,219
2018,5,2018-05-03,LIPE,Bologna,100,100,200
2018,5,2018-05-04,LIPE,Bologna,105,106,211
2018,5,2018-05-05,LIPE,Bologna,90,85,175
2018,5,2018-05-06,LIPE,Bologna,94,97,191
2018,5,2018-05-07,LIPE,Bologna,104,103,207
2018,5,2018-05-08,LIPE,Bologna,66,64,130
2018,5,2018-05-09,LIPE,Bologna,104,105,209
2018,5,2018-05-10,LIPE,Bologna,96,97,193
2018,5,2018-05-11,LIPE,Bologna,102,104,206
2018,5,2018-05-12,LIPE,Bologna,91,87,178
2018,5,2018-05-13,LIPE,Bologna,104,104,208
2018,5,2018-05-14,LIPE,Bologna,105,106,211
2018,5,2018-05-15,LIPE,Bologna,94,101,195
2018,5,2018-05-16,LIPE,Bologna,106,103,209
2018,5,2018-05-17,LIPE,Bologna,97,97,194
2018,5,2018-05-18,LIPE,Bologna,110,108,218
2018,5,2018-05-19,LIPE,Bologna,91,91,182
2018,5,2018-05-20,LIPE,Bologna,95,99,194
2018,5,2018-05-21,LIPE,Bologna,105,103,208
2018,5,2018-05-22,LIPE,Bologna,95,97,192
2018,5,2018-05-23,LIPE,Bologna,104,103,207
2018,5,2018-05-24,LIPE,Bologna,101,104,205
2018,5,2018-05-25,LIPE,Bologna,117,115,232
2018,5,2018-05-26,LIPE,Bologna,96,92,188
2018,5,2018-05-27,LIPE,Bologna,94,95,189
2018,5,2018-05-28,LIPE,Bologna,109,105,214
2018,5,2018-05-29,LIPE,Bologna,96,97,193
2018,5,2018-05-30,LIPE,Bologna,103,100,203
2018,5,2018-05-31,LIPE,Bologna,99,104,203
2018,6,2018-06-01,LIPE,Bologna,113,115,228
2018,6,2018-06-02,LIPE,Bologna,95,91,186
2018,6,2018-06-03,LIPE,Bologna,104,102,206
2018,6,2018-06-04,LIPE,Bologna,105,108,213
2018,6,2018-06-05,LIPE,Bologna,110,104,214
2018,6,2018-06-06,LIPE,Bologna,103,106,209
2018,6,2018-06-07,LIPE,Bologna,106,107,213
2018,6,2018-06-08,LIPE,Bologna,96,97,193
2018,6,2018-06-09,LIPE,Bologna,105,106,211
2018,6,2018-06-10,LIPE,Bologna,107,106,213
2018,6,2018-06-11,LIPE,Bologna,107,111,218
2018,6,2018-06-12,LIPE,Bologna,108,103,211
2018,6,2018-06-13,LIPE,Bologna,101,103,204
2018,6,2018-06-14,LIPE,Bologna,108,106,214
2018,6,2018-06-15,LIPE,Bologna,118,120,238
2018,6,2018-06-16,LIPE,Bologna,104,105,209
2018,6,2018-06-17,LIPE,Bologna,108,111,219
2018,6,2018-06-18,LIPE,Bologna,114,114,228
2018,6,2018-06-19,LIPE,Bologna,113,110,223
2018,6,2018-06-20,LIPE,Bologna,113,112,225
2018,6,2018-06-21,LIPE,Bologna,109,112,221
2018,6,2018-06-22,LIPE,Bologna,125,124,249
2018,6,2018-06-23,LIPE,Bologna,101,98,199
2018,6,2018-06-24,LIPE,Bologna,119,121,240
2018,6,2018-06-25,LIPE,Bologna,116,114,230
2018,6,2018-06-26,LIPE,Bologna,115,118,233
2018,6,2018-06-27,LIPE,Bologna,112,110,222
2018,6,2018-06-28,LIPE,Bologna,111,116,227
2018,6,2018-06-29,LIPE,Bologna,124,125,249
2018,6,2018-06-30,LIPE,Bologna,109,108,217
2018,7,2018-07-01,LIPE,Bologna,116,117,233
2018,7,2018-07-02,LIPE,Bologna,114,110,224
2018,7,2018-07-03,LIPE,Bologna,102,104,206
2018,7,2018-07-04,LIPE,Bologna,110,106,216
2018,7,2018-07-05,LIPE,Bologna,117,116,233
2018,7,2018-07-06,LIPE,Bologna,116,122,238
2018,7,2018-07-07,LIPE,Bologna,102,102,204
2018,7,2018-07-08,LIPE,Bologna,119,122,241
2018,7,2018-07-09,LIPE,Bologna,115,110,225
2018,7,2018-07-10,LIPE,Bologna,106,106,212
2018,7,2018-07-11,LIPE,Bologna,104,101,205
2018,7,2018-07-12,LIPE,Bologna,116,117,233
2018,7,2018-07-13,LIPE,Bologna,125,124,249
2018,7,2018-07-14,LIPE,Bologna,110,106,216
2018,7,2018-07-15,LIPE,Bologna,118,123,241
2018,7,2018-07-16,LIPE,Bologna,104,103,207
2018,7,2018-07-17,LIPE,Bologna,106,103,209
2018,7,2018-07-18,LIPE,Bologna,108,111,219
2018,7,2018-07-19,LIPE,Bologna,111,112,223
2018,7,2018-07-20,LIPE,Bologna,121,124,245
2018,7,2018-07-21,LIPE,Bologna,101,100,201
2018,7,2018-07-22,LIPE,Bologna,109,112,221
2018,7,2018-07-23,LIPE,Bologna,113,110,223
2018,7,2018-07-24,LIPE,Bologna,113,104,217
2018,7,2018-07-25,LIPE,Bologna,85,89,174
2018,7,2018-07-26,LIPE,Bologna,106,106,212
2018,7,2018-07-27,LIPE,Bologna,115,118,233
2018,7,2018-07-28,LIPE,Bologna,104,102,206
2018,7,2018-07-29,LIPE,Bologna,111,118,229
2018,7,2018-07-30,LIPE,Bologna,111,110,221
2018,7,2018-07-31,LIPE,Bologna,114,108,222
2018,8,2018-08-01,LIPE,Bologna,105,107,212
2018,8,2018-08-02,LIPE,Bologna,107,108,215
2018,8,2018-08-03,LIPE,Bologna,114,117,231
2018,8,2018-08-04,LIPE,Bologna,110,105,215
2018,8,2018-08-05,LIPE,Bologna,111,115,226
2018,8,2018-08-06,LIPE,Bologna,109,112,221
2018,8,2018-08-07,LIPE,Bologna,114,110,224
2018,8,2018-08-08,LIPE,Bologna,108,105,213
2018,8,2018-08-09,LIPE,Bologna,102,102,204
2018,8,2018-08-10,LIPE,Bologna,108,113,221
2018,8,2018-08-11,LIPE,Bologna,109,108,217
2018,8,2018-08-12,LIPE,Bologna,111,110,221
2018,8,2018-08-13,LIPE,Bologna,109,108,217
2018,8,2018-08-14,LIPE,Bologna,105,101,206
2018,8,2018-08-15,LIPE,Bologna,94,94,188
2018,8,2018-08-16,LIPE,Bologna,96,100,196
2018,8,2018-08-17,LIPE,Bologna,107,108,215
2018,8,2018-08-18,LIPE,Bologna,103,103,206
2018,8,2018-08-19,LIPE,Bologna,113,113,226
2018,8,2018-08-20,LIPE,Bologna,111,110,221
2018,8,2018-08-21,LIPE,Bologna,104,102,206
2018,8,2018-08-22,LIPE,Bologna,101,100,201
2018,8,2018-08-23,LIPE,Bologna,104,107,211
2018,8,2018-08-24,LIPE,Bologna,106,110,216
2018,8,2018-08-25,LIPE,Bologna,106,98,204
2018,8,2018-08-26,LIPE,Bologna,111,116,227
2018,8,2018-08-27,LIPE,Bologna,123,116,239
2018,8,2018-08-28,LIPE,Bologna,110,110,220
2018,8,2018-08-29,LIPE,Bologna,112,112,224
2018,8,2018-08-30,LIPE,Bologna,107,110,217
2018,8,2018-08-31,LIPE,Bologna,117,119,236
2018,9,2018-09-01,LIPE,Bologna,102,97,199
2018,9,2018-09-02,LIPE,Bologna,106,113,219
2018,9,2018-09-03,LIPE,Bologna,119,114,233
2018,9,2018-09-04,LIPE,Bologna,115,115,230
2018,9,2018-09-05,LIPE,Bologna,114,117,231
2018,9,2018-09-06,LIPE,Bologna,118,117,235
2018,9,2018-09-07,LIPE,Bologna,124,127,251
2018,9,2018-09-08,LIPE,Bologna,105,104,209
2018,9,2018-09-09,LIPE,Bologna,119,114,233
2018,9,2018-09-10,LIPE,Bologna,116,122,238
2018,9,2018-09-11,LIPE,Bologna,114,117,231
2018,9,2018-09-12,LIPE,Bologna,111,109,220
2018,9,2018-09-13,LIPE,Bologna,123,96,219
2018,9,2018-09-18,LIPE,Bologna,100,125,225
2018,9,2018-09-19,LIPE,Bologna,125,123,248
2018,9,2018-09-20,LIPE,Bologna,115,116,231
2018,9,2018-09-21,LIPE,Bologna,116,118,234
2018,9,2018-09-22,LIPE,Bologna,101,99,200
2018,9,2018-09-23,LIPE,Bologna,120,118,238
2018,9,2018-09-24,LIPE,Bologna,120,121,241
2018,9,2018-09-25,LIPE,Bologna,122,122,244
2018,9,2018-09-26,LIPE,Bologna,117,119,236
2018,9,2018-09-27,LIPE,Bologna,115,120,235
2018,9,2018-09-28,LIPE,Bologna,118,116,234
2018,9,2018-09-29,LIPE,Bologna,108,103,211
2018,9,2018-09-30,LIPE,Bologna,113,113,226
2018,10,2018-10-01,LIPE,Bologna,107,104,211
2018,10,2018-10-02,LIPE,Bologna,102,104,206
2018,10,2018-10-03,LIPE,Bologna,108,102,210
2018,10,2018-10-04,LIPE,Bologna,105,107,212
2018,10,2018-10-05,LIPE,Bologna,110,110,220
2018,10,2018-10-06,LIPE,Bologna,90,87,177
2018,10,2018-10-07,LIPE,Bologna,98,104,202
2018,10,2018-10-08,LIPE,Bologna,107,104,211
2018,10,2018-10-09,LIPE,Bologna,102,106,208
2018,10,2018-10-10,LIPE,Bologna,106,106,212
2018,10,2018-10-11,LIPE,Bologna,112,112,224
2018,10,2018-10-12,LIPE,Bologna,112,116,228
2018,10,2018-10-13,LIPE,Bologna,89,89,178
2018,10,2018-10-14,LIPE,Bologna,103,100,203
2018,10,2018-10-15,LIPE,Bologna,109,105,214
2018,10,2018-10-16,LIPE,Bologna,103,107,210
2018,10,2018-10-17,LIPE,Bologna,105,100,205
2018,10,2018-10-18,LIPE,Bologna,108,110,218
2018,10,2018-10-19,LIPE,Bologna,110,110,220
2018,10,2018-10-20,LIPE,Bologna,86,83,169
2018,10,2018-10-21,LIPE,Bologna,101,104,205
2018,10,2018-10-22,LIPE,Bologna,111,109,220
2018,10,2018-10-23,LIPE,Bologna,102,104,206
2018,10,2018-10-24,LIPE,Bologna,111,109,220
2018,10,2018-10-25,LIPE,Bologna,110,114,224
2018,10,2018-10-26,LIPE,Bologna,101,100,201
2018,10,2018-10-27,LIPE,Bologna,89,85,174
2018,10,2018-10-28,LIPE,Bologna,95,96,191
2018,10,2018-10-29,LIPE,Bologna,108,109,217
2018,10,2018-10-30,LIPE,Bologna,94,90,184
2018,10,2018-10-31,LIPE,Bologna,96,96,192
2018,11,2018-11-01,LIPE,Bologna,88,88,176
2018,11,2018-11-02,LIPE,Bologna,95,94,189
2018,11,2018-11-03,LIPE,Bologna,85,84,169
2018,11,2018-11-04,LIPE,Bologna,87,90,177
2018,11,2018-11-05,LIPE,Bologna,105,108,213
2018,11,2018-11-06,LIPE,Bologna,95,93,188
2018,11,2018-11-07,LIPE,Bologna,94,92,186
2018,11,2018-11-08,LIPE,Bologna,97,101,198
2018,11,2018-11-09,LIPE,Bologna,104,104,208
2018,11,2018-11-10,LIPE,Bologna,92,86,178
2018,11,2018-11-11,LIPE,Bologna,92,91,183
2018,11,2018-11-12,LIPE,Bologna,112,105,217
2018,11,2018-11-13,LIPE,Bologna,96,101,197
2018,11,2018-11-14,LIPE,Bologna,101,100,201
2018,11,2018-11-15,LIPE,Bologna,95,100,195
2018,11,2018-11-16,LIPE,Bologna,104,100,204
2018,11,2018-11-17,LIPE,Bologna,85,85,170
2018,11,2018-11-18,LIPE,Bologna,86,85,171
2018,11,2018-11-19,LIPE,Bologna,98,98,196
2018,11,2018-11-20,LIPE,Bologna,90,91,181
2018,11,2018-11-21,LIPE,Bologna,96,97,193
2018,11,2018-11-22,LIPE,Bologna,98,95,193
2018,11,2018-11-23,LIPE,Bologna,94,95,189
2018,11,2018-11-24,LIPE,Bologna,83,83,166
2018,11,2018-11-25,LIPE,Bologna,91,91,182
2018,11,2018-11-26,LIPE,Bologna,104,102,206
2018,11,2018-11-27,LIPE,Bologna,94,93,187
2018,11,2018-11-28,LIPE,Bologna,95,96,191
2018,11,2018-11-29,LIPE,Bologna,99,97,196
2018,11,2018-11-30,LIPE,Bologna,101,99,200
2018,12,2018-12-01,LIPE,Bologna,82,80,162
2018,12,2018-12-02,LIPE,Bologna,81,89,170
2018,12,2018-12-03,LIPE,Bologna,104,99,203
2018,12,2018-12-04,LIPE,Bologna,97,98,195
2018,12,2018-12-05,LIPE,Bologna,104,102,206
2018,12,2018-12-06,LIPE,Bologna,96,94,190
2018,12,2018-12-07,LIPE,Bologna,97,100,197
2018,12,2018-12-08,LIPE,Bologna,76,74,150
2018,12,2018-12-09,LIPE,Bologna,81,86,167
2018,12,2018-12-10,LIPE,Bologna,98,96,194
2018,12,2018-12-11,LIPE,Bologna,89,90,179
2018,12,2018-12-12,LIPE,Bologna,97,97,194
2018,12,2018-12-13,LIPE,Bologna,94,96,190
2018,12,2018-12-14,LIPE,Bologna,101,99,200
2018,12,2018-12-15,LIPE,Bologna,84,81,165
2018,12,2018-12-16,LIPE,Bologna,76,84,160
2018,12,2018-12-17,LIPE,Bologna,108,105,213
2018,12,2018-12-18,LIPE,Bologna,96,94,190
2018,12,2018-12-19,LIPE,Bologna,95,96,191
2018,12,2018-12-20,LIPE,Bologna,109,108,217
2018,12,2018-12-21,LIPE,Bologna,111,109,220
2018,12,2018-12-22,LIPE,Bologna,95,93,188
2018,12,2018-12-23,LIPE,Bologna,88,88,176
2018,12,2018-12-24,LIPE,Bologna,67,65,132
2018,12,2018-12-25,LIPE,Bologna,32,32,64
2018,12,2018-12-26,LIPE,Bologna,72,75,147
2018,12,2018-12-27,LIPE,Bologna,96,98,194
2018,12,2018-12-28,LIPE,Bologna,99,97,196
2018,12,2018-12-29,LIPE,Bologna,88,89,177
2018,12,2018-12-30,LIPE,Bologna,87,86,173
2018,12,2018-12-31,LIPE,Bologna,68,66,134
